100,0.000055
200,0.000102
300,0.000064
400,0.000096
500,0.000152
600,0.000131
700,0.000121
800,0.000161
900,0.000159
1000,0.000204
1100,0.000226
1200,0.000253
1300,0.000228
1400,0.000244
1500,0.000262
1600,0.000318
1700,0.000297
1800,0.000339
1900,0.000391
2000,0.000389
2100,0.000426
2200,0.000514
2300,0.000507
2400,0.000515
2500,0.000535
2600,0.000590
2700,0.000609
2800,0.000636
2900,0.000760
3000,0.000711
3100,0.001059
3200,0.001121
3300,0.000858
3400,0.000955
3500,0.001393
3600,0.000991
3700,0.001081
3800,0.001144
3900,0.001309
4000,0.001173
4100,0.001698
4200,0.001334
4300,0.001365
4400,0.001812
4500,0.001522
4600,0.001533
4700,0.001728
4800,0.002173
4900,0.001831
5000,0.002156
5100,0.002341
5200,0.002010
5300,0.002111
5400,0.002076
5500,0.002240
5600,0.002308
5700,0.002693
5800,0.002764
5900,0.002599
6000,0.002669
6100,0.003286
6200,0.002852
6300,0.003369
6400,0.003016
6500,0.004075
6600,0.003525
6700,0.003845
6800,0.003460
6900,0.003708
7000,0.003555
7100,0.004232
7200,0.004951
7300,0.003809
7400,0.004126
7500,0.004018
7600,0.004148
7700,0.004581
7800,0.004324
7900,0.004830
8000,0.004709
8100,0.006398
8200,0.006833
8300,0.006136
8400,0.005156
8500,0.005056
8600,0.005406
8700,0.005817
8800,0.005589
8900,0.005551
9000,0.006354
9100,0.005923
9200,0.006928
9300,0.006535
9400,0.006794
9500,0.006443
9600,0.006561
9700,0.009046
9800,0.007210
9900,0.007056
10000,0.007745
10100,0.007569
10200,0.007451
10300,0.009218
10400,0.007981
10500,0.008396
10600,0.008380
10700,0.008080
10800,0.008571
10900,0.008810
11000,0.008540
11100,0.008991
11200,0.012356
11300,0.010562
11400,0.009626
11500,0.011125
11600,0.009904
11700,0.009950
11800,0.010432
11900,0.010855
12000,0.010389
12100,0.011064
12200,0.012402
12300,0.011594
12400,0.011305
12500,0.013118
12600,0.011779
12700,0.015339
12800,0.011892
12900,0.012316
13000,0.015915
13100,0.012606
13200,0.012601
13300,0.013268
13400,0.012929
13500,0.013409
13600,0.014145
13700,0.014262
13800,0.014127
13900,0.014208
14000,0.014814
14100,0.021466
14200,0.021822
14300,0.015095
14400,0.015519
14500,0.015487
14600,0.016965
14700,0.016131
14800,0.016514
14900,0.016440
15000,0.019227
15100,0.017540
15200,0.017515
15300,0.017349
15400,0.017240
15500,0.018113
15600,0.018210
15700,0.025571
15800,0.018910
15900,0.018934
16000,0.018862
16100,0.019170
16200,0.019786
16300,0.021153
16400,0.020301
16500,0.020842
16600,0.020043
16700,0.021138
16800,0.021186
16900,0.021092
17000,0.023414
17100,0.028108
17200,0.022203
17300,0.022367
17400,0.022798
17500,0.022885
17600,0.023109
17700,0.023646
17800,0.023228
17900,0.024164
18000,0.024035
18100,0.024083
18200,0.024785
18300,0.024951
18400,0.025755
18500,0.025688
18600,0.026943
18700,0.027662
18800,0.026636
18900,0.026929
19000,0.026817
19100,0.029225
19200,0.028119
19300,0.027936
19400,0.028084
19500,0.028197
19600,0.028817
19700,0.029132
19800,0.030015
19900,0.029665
20000,0.030449
20100,0.031327
20200,0.042979
20300,0.030618
20400,0.031330
20500,0.032829
20600,0.032161
20700,0.032573
20800,0.032308
20900,0.032957
21000,0.034788
21100,0.033813
21200,0.034034
21300,0.034264
21400,0.034259
21500,0.044086
21600,0.047910
21700,0.036489
21800,0.037483
21900,0.036386
22000,0.036726
22100,0.037381
22200,0.037676
22300,0.037414
22400,0.045742
22500,0.039099
22600,0.039640
22700,0.039414
22800,0.039579
22900,0.042918
23000,0.054767
23100,0.041829
23200,0.041287
23300,0.041667
23400,0.041810
23500,0.041789
23600,0.042879
23700,0.042879
23800,0.043335
23900,0.044037
24000,0.043667
24100,0.044227
24200,0.044274
24300,0.058333
24400,0.061535
24500,0.046423
24600,0.047133
24700,0.050613
24800,0.047687
24900,0.049334
25000,0.049085
25100,0.048424
25200,0.048877
25300,0.052277
25400,0.052029
25500,0.051153
25600,0.052096
25700,0.062141
25800,0.068770
25900,0.051512
26000,0.052301
26100,0.052315
26200,0.055533
26300,0.055531
26400,0.061666
26500,0.055206
26600,0.055324
26700,0.057472
26800,0.057215
26900,0.058042
27000,0.056788
27100,0.076016
27200,0.057187
27300,0.060656
27400,0.060002
27500,0.061741
27600,0.059092
27700,0.059845
27800,0.061828
27900,0.060553
28000,0.060775
28100,0.061981
28200,0.063695
28300,0.067463
28400,0.081246
28500,0.066957
28600,0.066977
28700,0.063349
28800,0.066653
28900,0.067146
29000,0.066356
29100,0.068976
29200,0.069688
29300,0.069611
29400,0.067374
29500,0.070282
29600,0.084604
29700,0.078510
29800,0.071320
29900,0.071419
30000,0.070093
30100,0.071980
30200,0.076528
30300,0.072669
30400,0.073928
30500,0.076510
30600,0.076901
30700,0.077074
30800,0.074662
30900,0.075692
31000,0.077715
31100,0.084987
31200,0.078546
31300,0.079430
31400,0.079915
31500,0.079653
31600,0.082065
31700,0.079111
31800,0.113128
31900,0.083485
32000,0.083815
32100,0.083743
32200,0.086893
32300,0.083535
32400,0.089307
32500,0.083787
32600,0.088828
32700,0.086514
32800,0.087322
32900,0.089028
33000,0.087720
33100,0.094616
33200,0.091466
33300,0.088461
33400,0.090125
33500,0.089370
33600,0.090172
33700,0.108983
33800,0.100002
33900,0.093221
34000,0.096449
34100,0.092794
34200,0.098677
34300,0.092888
34400,0.094425
34500,0.098117
34600,0.100436
34700,0.101580
34800,0.099078
34900,0.098711
35000,0.097781
35100,0.099892
35200,0.125735
35300,0.102239
35400,0.101265
35500,0.102283
35600,0.102676
35700,0.101501
35800,0.102812
35900,0.105872
36000,0.104439
36100,0.106120
36200,0.105655
36300,0.121145
36400,0.115957
36500,0.109525
36600,0.107701
36700,0.109269
36800,0.111555
36900,0.113844
37000,0.111830
37100,0.113068
37200,0.111431
37300,0.111818
37400,0.113191
37500,0.115315
37600,0.117286
37700,0.125393
37800,0.125848
37900,0.116737
38000,0.116790
38100,0.117569
38200,0.121641
38300,0.120905
38400,0.119905
38500,0.121663
38600,0.123387
38700,0.120634
38800,0.124759
38900,0.122964
39000,0.125698
39100,0.155340
39200,0.129088
39300,0.124583
39400,0.125914
39500,0.129530
